SchoolDigger.com School Ranking Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York High School Rankings / School Year: 2018-2019 Test Grades:  9th, 10th, 11th, 12th, End-of-course, Tests: Regents Algebra I, Regents Chemistry, Regents Algebra II, Regents English, Regents Geometry, Regents Earth Science, Regents Global History and Geography, Regents Living Environment, Regents Physics, Regents U.S. History and Government, Schools: All",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Copyright 2022, SchoolDigger.com. Not for commercial use. Do not distribute.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank (2018-19),School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Average Standard Score (2018-19),Average Standard Score (2017-18),Rank (2017-18),Rank Change from (2017-18),SchoolDigger Star Rating
954,Academy For Language And Technology,https://www.schooldigger.com/go/NY/schools/0008605981/school.aspx,New York City Geographic District # 9,https://www.schooldigger.com/go/NY/district/00086/search.aspx,1700 Macombs Rd,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10453,Bronx County,(718) 731-0219,9,12,Yes,No,No,No,319,22.9,13.8,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,19.7,32.8,814,-140,1
955,Theatre Arts Production Company School,https://www.schooldigger.com/go/NY/schools/0008705796/school.aspx,New York City Geographic District #10,https://www.schooldigger.com/go/NY/district/00087/search.aspx,2225 Webster Ave,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10457,Bronx County,(718) 584-0832,6,12,Yes,No,Yes,No,549,47,11.6,79.40%,24.20%,0.20%,2.20%,71.00%,0.00%,0.70%,1.60%,19.6,16.8,977,22,1
956,The Metropolitan Soundview High School,https://www.schooldigger.com/go/NY/schools/0009006276/school.aspx,New York City Geographic District #12,https://www.schooldigger.com/go/NY/district/00090/search.aspx,1300 Boynton Ave,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10472,Bronx County,(718) 860-8240,9,12,Yes,No,No,No,417,34,12.2,91.10%,22.80%,0.50%,2.40%,72.20%,0.20%,0.20%,1.70%,19.5,22.1,916,-40,1
957,Stephen T. Mather Building Arts & Craftsmanship Hi,https://www.schooldigger.com/go/NY/schools/0007706373/school.aspx,New York City Geographic District # 2,https://www.schooldigger.com/go/NY/district/00077/search.aspx,439 W 49th St,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10019,New York County,(212) 399-3520,9,12,Yes,No,No,No,403,37,10.8,78.90%,26.30%,1.20%,3.00%,63.00%,1.20%,0.70%,4.50%,19.4,19.2,948,-9,1
958,It Takes A Village Academy,https://www.schooldigger.com/go/NY/schools/0009605964/school.aspx,New York City Geographic District #18,https://www.schooldigger.com/go/NY/district/00096/search.aspx,5800 Tilden Ave,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11203,Kings County,(718) 629-2307,9,12,Yes,No,No,No,649,50,12.9,69.00%,88.60%,1.20%,1.80%,6.20%,0.00%,0.80%,1.40%,19,34.8,796,-162,1
959,Academy Of Hospitality And Tourism,https://www.schooldigger.com/go/NY/schools/0009505885/school.aspx,New York City Geographic District #17,https://www.schooldigger.com/go/NY/district/00095/search.aspx,911 Flatbush Ave,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11226,Kings County,(718) 564-2580,9,12,Yes,No,No,No,189,15,12.6,93.70%,80.40%,0.50%,0.50%,14.80%,0.00%,0.00%,3.70%,18.9,13.2,1031,72,1
960,Renaissance Charter High School For Innovation,https://www.schooldigger.com/go/NY/schools/0103606225/school.aspx,Renaissance Charter High School For Innovation,https://www.schooldigger.com/go/NY/district/01036/search.aspx,410 E 100th St-2nd Fl,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10029,New York County,(212) 722-5871,9,12,Yes,Yes,No,No,449,51.7,8.6,78.00%,43.20%,0.40%,0.70%,54.60%,0.20%,0.20%,0.70%,18.6,9.8,1084,124,1
961,Cambria Heights Academy,https://www.schooldigger.com/go/NY/schools/0010106220/school.aspx,New York City Geographic District #29,https://www.schooldigger.com/go/NY/district/00101/search.aspx,188-04 91st Ave,Hollis,https://www.schooldigger.com/go/NY/city/Hollis/search.aspx,11423,Queens County,(718) 736-7320,9,12,Yes,No,No,No,370,28,13.2,73.00%,73.00%,0.50%,13.00%,9.20%,1.60%,1.10%,1.60%,18.6,10.7,1061,100,1
962,High School For Law Advocacy And Community Justice,https://www.schooldigger.com/go/NY/schools/0007805113/school.aspx,New York City Geographic District # 3,https://www.schooldigger.com/go/NY/district/00078/search.aspx,245 Greenwich St,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10007,New York County,(212) 501-1201,9,12,Yes,No,No,No,430,31,13.8,89.30%,33.30%,0.90%,4.00%,57.70%,0.70%,1.20%,2.30%,18.6,17.6,970,8,1
963,Academy For Young Writers,https://www.schooldigger.com/go/NY/schools/0012005884/school.aspx,New York City Geographic District #19,https://www.schooldigger.com/go/NY/district/00120/search.aspx,1065 Elton St,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11208,Kings County,(718) 688-7230,6,12,Yes,No,No,No,552,46,11.9,84.80%,68.80%,0.50%,1.10%,27.50%,0.00%,0.90%,1.10%,18.6,11.6,1052,89,1
964,Syracuse Academy Of Science Charter School,https://www.schooldigger.com/go/NY/schools/0010405549/school.aspx,Syracuse Academy Of Science Charter School,https://www.schooldigger.com/go/NY/district/00104/search.aspx,1001 Park Ave,Syracuse,https://www.schooldigger.com/go/NY/city/Syracuse/search.aspx,13204,Onondaga County,(315) 428-8997,KG,12,Yes,Yes,No,No,969,61.6,15.7,76.00%,64.30%,2.00%,4.60%,10.20%,0.10%,0.00%,18.80%,18.5,25,891,-73,1
965,Brooklyn High School For Law And Technology,https://www.schooldigger.com/go/NY/schools/0009404079/school.aspx,New York City Geographic District #16,https://www.schooldigger.com/go/NY/district/00094/search.aspx,1396 Broadway,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11221,Kings County,(718) 919-1256,9,12,Yes,No,Yes,No,601,37,16.2,81.50%,63.70%,0.70%,3.70%,28.50%,0.00%,1.70%,1.80%,18.5,14.7,1007,42,1
966,Eagle Academy For Young Men II,https://www.schooldigger.com/go/NY/schools/0012106078/school.aspx,New York City Geographic District #23,https://www.schooldigger.com/go/NY/district/00121/search.aspx,1137 Herkimer St,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11233,Kings County,(718) 495-0863,6,12,Yes,No,No,No,652,44,14.8,79.60%,89.10%,0.90%,0.50%,8.40%,0.20%,0.80%,0.20%,18.3,17.7,969,3,1
967,Bronx Studio School For Writers And Artists,https://www.schooldigger.com/go/NY/schools/0008505652/school.aspx,New York City Geographic District # 8,https://www.schooldigger.com/go/NY/district/00085/search.aspx,928 Simpson St,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10459,Bronx County,(718) 893-5158,6,12,Yes,No,No,No,628,51.9,12,83.90%,19.90%,0.00%,0.60%,77.50%,0.20%,0.20%,1.60%,18.1,25,890,-77,1
968,The Boerum Hill School for International Studies,https://www.schooldigger.com/go/NY/schools/0009204890/school.aspx,New York City Geographic District #15,https://www.schooldigger.com/go/NY/district/00092/search.aspx,284 Baltic St,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11201,Kings County,(718) 330-9390,6,12,No,No,No,No,724,46.6,15.5,45.40%,29.60%,0.70%,3.60%,23.20%,0.60%,6.10%,36.30%,17.9,9.3,1090,122,1
969,Altmar-Parish-Williamstown Junior/Senior High School,https://www.schooldigger.com/go/NY/schools/0282000055/school.aspx,Altmar-Parish-Williamstown Central School District,https://www.schooldigger.com/go/NY/district/02820/search.aspx,639 County Rt 22,Parish,https://www.schooldigger.com/go/NY/city/Parish/search.aspx,13131,Oswego County,(315) 625-5222,7,12,Yes,No,No,No,563,38.5,14.6,59.30%,0.70%,0.40%,0.50%,1.20%,0.20%,4.30%,92.70%,17.9,24,901,-68,1
970,Brooklyn Emerging Leaders Academy Charter School,https://www.schooldigger.com/go/NY/schools/0116006622/school.aspx,Brooklyn Emerging Leaders Academy Charter School,https://www.schooldigger.com/go/NY/district/01160/search.aspx,125 Stuyvesant Ave-Rm 213,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11221,Kings County,(347) 491-8830,9,12,Yes,Yes,No,No,116,14.9,7.7,50.90%,71.60%,2.60%,0.00%,23.30%,0.00%,0.90%,1.70%,17.8,,,,1
971,Northside Charter High School,https://www.schooldigger.com/go/NY/schools/0094806058/school.aspx,Northside Charter High School,https://www.schooldigger.com/go/NY/district/00948/search.aspx,424 Leonard St-4th Fl,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11222,Kings County,(347) 390-1273,9,12,Yes,Yes,No,No,385,39,9.8,72.20%,15.10%,0.30%,1.30%,76.60%,0.00%,1.30%,5.50%,17.6,7.2,1114,143,1
972,George Westinghouse Career and Technical Education,https://www.schooldigger.com/go/NY/schools/0009101955/school.aspx,New York City Geographic District #13,https://www.schooldigger.com/go/NY/district/00091/search.aspx,105 Tech Pl,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11201,Kings County,(718) 625-6130,9,12,Yes,No,No,No,789,52,15.1,77.10%,68.20%,1.10%,3.50%,23.60%,0.40%,1.50%,1.60%,17.6,9.7,1086,114,1
973,"Urban Assembly School Of Design And Construction,",https://www.schooldigger.com/go/NY/schools/0007705626/school.aspx,New York City Geographic District # 2,https://www.schooldigger.com/go/NY/district/00077/search.aspx,525 W 50th St,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10019,New York County,(212) 586-0981,9,12,Yes,No,No,No,310,23,13.4,80.00%,22.60%,0.60%,5.50%,68.40%,0.00%,0.30%,2.60%,17.6,15.9,993,20,1
974,Sunset Park High School,https://www.schooldigger.com/go/NY/schools/0009206111/school.aspx,New York City Geographic District #15,https://www.schooldigger.com/go/NY/district/00092/search.aspx,153 35th St,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11232,Kings County,(718) 840-1900,9,12,Yes,No,No,No,1224,104,11.7,85.50%,7.80%,0.20%,9.20%,73.90%,0.60%,0.20%,8.10%,17.5,20.8,931,-43,1
975,Pathways In Technology Early College High School (P-Tech),https://www.schooldigger.com/go/NY/schools/0009506273/school.aspx,New York City Geographic District #17,https://www.schooldigger.com/go/NY/district/00095/search.aspx,150 Albany Ave,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11213,Kings County,(718) 221-1593,9,12,Yes,No,No,No,576,33,17.4,72.20%,82.50%,1.40%,1.60%,11.80%,0.20%,1.70%,0.90%,17.5,18.2,963,-12,1
976,Cascades High School,https://www.schooldigger.com/go/NY/schools/0007603352/school.aspx,New York City Geographic District # 1,https://www.schooldigger.com/go/NY/district/00076/search.aspx,198 Forsyth St-3rd Fl,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10002,New York County,(646) 654-1261,9,12,Yes,No,No,No,164,12,13.6,81.70%,48.80%,0.00%,1.80%,47.00%,1.20%,0.00%,1.20%,17.5,20.6,933,-43,1
977,South Brooklyn Community High School,https://www.schooldigger.com/go/NY/schools/0009205243/school.aspx,New York City Geographic District #15,https://www.schooldigger.com/go/NY/district/00092/search.aspx,173 Conover St,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11231,Kings County,(718) 237-8902,9,12,Yes,No,No,No,154,13.1,11.7,87.70%,31.20%,5.20%,0.60%,57.10%,2.60%,0.60%,2.60%,17.4,8,1102,125,1
978,"School For Human Rights, The",https://www.schooldigger.com/go/NY/schools/0009505709/school.aspx,New York City Geographic District #17,https://www.schooldigger.com/go/NY/district/00095/search.aspx,600 Kingston Ave,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11203,Kings County,(718) 771-4793,9,12,Yes,No,No,No,346,25,13.8,82.40%,88.20%,0.60%,1.70%,7.20%,0.30%,0.90%,1.20%,17.4,21.1,926,-52,1
979,In-Tech Academy (M.S. / High School 368),https://www.schooldigger.com/go/NY/schools/0008704473/school.aspx,New York City Geographic District #10,https://www.schooldigger.com/go/NY/district/00087/search.aspx,2975 Tibbetts Ave,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10463,Bronx County,(718) 432-4300,6,12,Yes,No,Yes,No,1012,60,16.8,85.70%,8.10%,0.90%,4.00%,82.50%,0.30%,0.50%,3.80%,17.3,16.5,983,4,1
980,New Visions Charter High School-Adv Math/Scie,https://www.schooldigger.com/go/NY/schools/0104706254/school.aspx,New Visions Charter High School-Adv Math/Scie,https://www.schooldigger.com/go/NY/district/01047/search.aspx,99 Terrace View Ave-Rm 254,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10463,New York County,(718) 817-7683,9,12,Yes,Yes,No,No,494,44,11.2,64.20%,40.90%,0.80%,2.40%,51.20%,0.60%,3.00%,1.00%,17.2,20.9,930,-50,1
981,East Bronx Academy For The Future,https://www.schooldigger.com/go/NY/schools/0009005679/school.aspx,New York City Geographic District #12,https://www.schooldigger.com/go/NY/district/00090/search.aspx,1716 Southern Blvd,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10460,Bronx County,(718) 861-8641,6,12,Yes,No,No,No,669,46,14.5,94.20%,25.40%,1.50%,1.50%,69.10%,0.70%,0.60%,1.20%,17.2,17.4,972,-9,1
982,Thurgood Marshall Academy For Learning & Social Change,https://www.schooldigger.com/go/NY/schools/0008105115/school.aspx,New York City Geographic District # 5,https://www.schooldigger.com/go/NY/district/00081/search.aspx,200-214 W 135th St,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10030,New York County,(212) 283-8055,6,12,Yes,No,No,No,561,40,14,71.70%,67.90%,0.50%,1.40%,26.90%,0.50%,1.10%,1.60%,16.8,22.5,912,-70,1
983,"Heritage School, The",https://www.schooldigger.com/go/NY/schools/0007902929/school.aspx,New York City Geographic District # 4,https://www.schooldigger.com/go/NY/district/00079/search.aspx,1680 Lexington Ave,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10029,New York County,(212) 828-2858,9,12,Yes,No,No,No,318,21,15.1,89.60%,26.40%,0.00%,3.80%,64.80%,0.30%,1.30%,3.50%,16.8,18.7,954,-29,1
984,Nelson Mandela High School,https://www.schooldigger.com/go/NY/schools/0009406509/school.aspx,New York City Geographic District #16,https://www.schooldigger.com/go/NY/district/00094/search.aspx,1700 Fulton St,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11213,Kings County,(718) 804-6805,9,12,Yes,No,No,No,253,16,15.8,79.10%,83.80%,2.80%,1.20%,10.30%,0.00%,1.20%,0.80%,16.7,,,,1
985,Jacqueline Kennedy Onassis High School,https://www.schooldigger.com/go/NY/schools/0007701299/school.aspx,New York City Geographic District # 2,https://www.schooldigger.com/go/NY/district/00077/search.aspx,120 W 46th St,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10036,New York County,(212) 391-0041,9,12,Yes,No,No,No,453,31.8,14.2,77.50%,25.40%,0.70%,6.20%,64.20%,0.00%,0.20%,3.30%,16.7,20.1,940,-45,1
986,"Queens High School for Information, Research, and",https://www.schooldigger.com/go/NY/schools/0012305999/school.aspx,New York City Geographic District #27,https://www.schooldigger.com/go/NY/district/00123/search.aspx,8-21 Bay 25th St,Far Rockaway,https://www.schooldigger.com/go/NY/city/Far+Rockaway/search.aspx,11691,Queens County,(718) 868-2978,9,12,Yes,No,No,No,469,32,14.6,69.30%,39.90%,2.10%,5.10%,48.80%,0.20%,1.10%,2.80%,16.7,16,990,4,1
987,Life Academy High School For Film And Music,https://www.schooldigger.com/go/NY/schools/0015205940/school.aspx,New York City Geographic District #21,https://www.schooldigger.com/go/NY/district/00152/search.aspx,2630 Benson Ave,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11214,Kings County,(718) 333-7750,9,12,Yes,No,No,No,284,22.8,12.4,76.10%,32.00%,1.10%,10.90%,40.80%,0.70%,0.70%,13.70%,16.6,29.2,850,-137,1
988,The Global Learning Collaborative,https://www.schooldigger.com/go/NY/schools/0007806146/school.aspx,New York City Geographic District # 3,https://www.schooldigger.com/go/NY/district/00078/search.aspx,145 W 84th St,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10024,New York County,(212) 877-1103,9,12,Yes,No,No,No,421,26.9,15.6,81.90%,26.40%,0.50%,1.70%,65.30%,0.20%,0.70%,5.20%,16.5,25.8,883,-105,1
989,High School For Energy And Technology,https://www.schooldigger.com/go/NY/schools/0008706364/school.aspx,New York City Geographic District #10,https://www.schooldigger.com/go/NY/district/00087/search.aspx,2474 Crotona Ave,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10458,Bronx County,(718) 733-3080,9,12,Yes,No,No,No,413,31,13.2,81.40%,23.70%,0.50%,3.10%,70.50%,0.50%,0.50%,1.20%,16.5,18.9,952,-37,1
990,Business Of Sports School,https://www.schooldigger.com/go/NY/schools/0007706126/school.aspx,New York City Geographic District # 2,https://www.schooldigger.com/go/NY/district/00077/search.aspx,439 W 49th St,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10019,New York County,(212) 246-2183,9,12,Yes,No,No,No,433,35,12.3,72.30%,32.10%,1.40%,1.40%,61.40%,0.00%,0.50%,3.20%,16.4,18.4,958,-32,1
991,The High School For Global Citizenship,https://www.schooldigger.com/go/NY/schools/0009505713/school.aspx,New York City Geographic District #17,https://www.schooldigger.com/go/NY/district/00095/search.aspx,883 Classon Ave,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11225,Kings County,(718) 230-6300,9,12,Yes,No,No,No,213,13,16.3,90.10%,72.80%,0.50%,3.30%,18.80%,0.90%,0.90%,2.80%,16.3,15.4,998,7,1
992,Brooklyn Academy High School,https://www.schooldigger.com/go/NY/schools/0009105563/school.aspx,New York City Geographic District #13,https://www.schooldigger.com/go/NY/district/00091/search.aspx,832 Marcy Ave,Brooklyn,https://www.schooldigger.com/go/NY/city/Brooklyn/search.aspx,11216,Kings County,(718) 638-4237,10,12,Yes,No,No,No,194,16,12.1,83.50%,84.00%,0.00%,0.50%,15.50%,0.00%,0.00%,0.00%,16.3,26.7,872,-120,1
993,Validus Preparatory Academy,https://www.schooldigger.com/go/NY/schools/0008605861/school.aspx,New York City Geographic District # 9,https://www.schooldigger.com/go/NY/district/00086/search.aspx,1595 Bathgate Ave,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10457,Bronx County,(718) 466-4000,9,12,Yes,No,No,No,353,24,14.7,89.20%,32.00%,0.00%,0.60%,66.00%,0.00%,0.80%,0.60%,16.3,11.2,1055,62,1
994,Tapestry Charter School,https://www.schooldigger.com/go/NY/schools/0003804346/school.aspx,Tapestry Charter School,https://www.schooldigger.com/go/NY/district/00038/search.aspx,65 Great Arrow Ave,Buffalo,https://www.schooldigger.com/go/NY/city/Buffalo/search.aspx,14216,Erie County,(716) 204-5883,KG,12,Yes,Yes,No,No,957,92.1,10.3,66.00%,54.30%,0.30%,1.80%,12.60%,0.00%,6.20%,24.80%,16.3,17.1,974,-20,1
995,Roosevelt High School,https://www.schooldigger.com/go/NY/schools/2499003463/school.aspx,Roosevelt Union Free School District,https://www.schooldigger.com/go/NY/district/24990/search.aspx,1 Wagner Ave,Roosevelt,https://www.schooldigger.com/go/NY/city/Roosevelt/search.aspx,11575,Nassau County,(516) 345-7203,9,12,Yes,No,No,No,989,81,12.2,71.80%,40.00%,0.00%,0.10%,59.80%,0.00%,0.10%,0.00%,16.3,11.9,1049,54,1
996,Mott Hall Bronx High School,https://www.schooldigger.com/go/NY/schools/0008605793/school.aspx,New York City Geographic District # 9,https://www.schooldigger.com/go/NY/district/00086/search.aspx,1595 Bathgate Ave,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10457,Bronx County,(718) 466-6800,9,12,Yes,No,No,No,380,26.6,14.2,91.10%,26.60%,0.50%,0.00%,71.10%,0.00%,0.80%,1.10%,16,34.6,800,-196,1
997,Spring Valley High School,https://www.schooldigger.com/go/NY/schools/2781003782/school.aspx,East Ramapo Central School District (Spring Valley),https://www.schooldigger.com/go/NY/district/27810/search.aspx,361 Rt 59,Spring Valley,https://www.schooldigger.com/go/NY/city/Spring+Valley/search.aspx,10977,Rockland County,(845) 577-6500,9,12,Yes,No,No,No,1228,99,12.4,84.10%,38.10%,0.00%,3.20%,55.40%,0.10%,0.20%,3.00%,16,11.9,1048,51,1
998,Bronx High School For The Visual Arts,https://www.schooldigger.com/go/NY/schools/0008805179/school.aspx,New York City Geographic District #11,https://www.schooldigger.com/go/NY/district/00088/search.aspx,2040 Antin Pl,Bronx,https://www.schooldigger.com/go/NY/city/Bronx/search.aspx,10462,Bronx County,(718) 319-5160,9,12,Yes,No,No,No,468,32,14.6,78.00%,26.70%,0.40%,3.20%,59.20%,0.40%,0.40%,9.60%,16,18.2,964,-34,1
999,North Queens Community High School,https://www.schooldigger.com/go/NY/schools/0012205980/school.aspx,New York City Geographic District #25,https://www.schooldigger.com/go/NY/district/00122/search.aspx,141-25 77th Rd,Flushing,https://www.schooldigger.com/go/NY/city/Flushing/search.aspx,11367,Queens County,(718) 380-1650,9,12,Yes,No,No,No,171,13,13.1,74.90%,45.60%,1.80%,9.90%,32.70%,2.30%,0.00%,7.60%,16,16.7,980,-19,1
